Model,Brand,Release_date,Max_resolution,Low_resolution,Effective_pixels,Zoom_wide,Zoom_tele,Normal_focus_range,Macro_focus_range,Storage_included,Weight_incbatteries,Dimensions,Price
Samsung GX-1S,Samsung,2006,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,605.0,125.0,299.0
Samsung Digimax i5,Samsung,2005,2595.0,2272.0,5.0,39.0,117.0,50.0,5.0,50.0,155.0,90.0,229.0
Samsung Digimax i6,Samsung,2006,2816.0,2592.0,6.0,39.0,117.0,50.0,1.0,45.0,0.0,96.0,229.0
Samsung i7,Samsung,2007,3072.0,2592.0,7.0,38.0,114.0,80.0,5.0,450.0,210.0,101.0,119.0
Samsung i70,Samsung,2007,3072.0,2592.0,7.0,38.0,114.0,80.0,5.0,20.0,180.0,90.0,199.0
Samsung i85,Samsung,2007,3264.0,2592.0,8.0,36.0,108.0,80.0,5.0,173.0,0.0,95.0,149.0
Samsung L83T,Samsung,2007,3264.0,2592.0,8.0,38.0,114.0,80.0,5.0,19.0,160.0,93.0,229.0
Samsung L700,Samsung,2007,3072.0,2592.0,7.0,35.0,105.0,80.0,5.0,20.0,170.0,97.0,199.0
Samsung L73,Samsung,2007,3072.0,2592.0,7.0,35.0,105.0,80.0,5.0,19.0,180.0,98.0,119.0
Samsung L730,Samsung,2007,3264.0,2592.0,7.0,38.0,114.0,80.0,10.0,16.0,183.0,95.0,99.0
Samsung L74 Wide,Samsung,2007,3072.0,2592.0,7.0,28.0,101.0,80.0,5.0,450.0,210.0,105.0,119.0
Samsung L77,Samsung,2007,3072.0,2592.0,7.0,38.0,266.0,80.0,10.0,0.0,0.0,94.0,119.0
Samsung L830,Samsung,2007,3264.0,2592.0,8.0,38.0,114.0,80.0,5.0,10.0,183.0,95.0,99.0
Samsung NV10,Samsung,2006,3648.0,3136.0,10.0,35.0,105.0,80.0,4.0,20.0,190.0,97.0,229.0
Samsung NV11,Samsung,2007,3648.0,3136.0,10.0,35.0,190.0,80.0,1.0,0.0,240.0,107.0,229.0
Samsung NV15,Samsung,2007,3648.0,2592.0,10.0,34.0,102.0,80.0,4.0,20.0,0.0,97.0,229.0
Samsung NV20,Samsung,2007,4000.0,2592.0,12.0,34.0,102.0,80.0,4.0,20.0,0.0,97.0,229.0
Samsung NV3,Samsung,2006,3072.0,2816.0,7.0,38.0,114.0,80.0,1.0,15.0,155.0,95.0,229.0
Samsung NV7 OPS,Samsung,2006,3072.0,2688.0,7.0,38.0,270.0,80.0,1.0,19.0,290.0,106.0,229.0
Samsung NV8,Samsung,2007,3264.0,2592.0,8.0,34.0,102.0,80.0,4.0,20.0,0.0,97.0,229.0
Samsung Pro815,Samsung,2005,3264.0,2400.0,8.0,28.0,420.0,10.0,3.0,0.0,910.0,136.0,299.0
Samsung S1030,Samsung,2007,3648.0,3476.0,10.0,35.0,105.0,80.0,4.0,45.0,220.0,100.0,199.0
Samsung S1050,Samsung,2007,3648.0,3476.0,10.0,38.0,190.0,80.0,1.0,45.0,254.0,105.0,199.0
Samsung S630,Samsung,2007,2816.0,2048.0,6.0,35.0,105.0,80.0,5.0,16.0,186.0,100.0,99.0
Samsung S730,Samsung,2007,3072.0,2592.0,7.0,35.0,105.0,80.0,5.0,16.0,186.0,100.0,99.0
Samsung S830,Samsung,2007,3264.0,3072.0,8.0,35.0,105.0,80.0,4.0,45.0,220.0,100.0,99.0
Samsung S85,Samsung,2007,3264.0,2592.0,8.0,38.0,190.0,80.0,1.0,20.0,204.0,100.0,149.0
Samsung S850,Samsung,2007,3264.0,2592.0,8.0,38.0,190.0,80.0,1.0,20.0,222.0,104.0,149.0
Samsung Digimax U-CA 3,Samsung,2003,2048.0,2048.0,3.0,35.0,114.0,80.0,5.0,0.0,134.0,102.0,229.0
Samsung Digimax U-CA 4,Samsung,2004,2272.0,2048.0,4.0,35.0,105.0,80.0,5.0,0.0,169.0,102.0,229.0
Samsung Digimax U-CA 401,Samsung,2004,2272.0,1136.0,3.0,35.0,35.0,60.0,6.0,0.0,165.0,97.0,229.0
Samsung Digimax V40,Samsung,2004,2272.0,2048.0,3.0,35.0,113.0,80.0,5.0,0.0,230.0,106.0,229.0
Samsung Digimax V5,Samsung,2004,2592.0,2272.0,5.0,38.0,114.0,80.0,5.0,0.0,180.0,106.0,229.0
Samsung Digimax V50,Samsung,2004,2592.0,2272.0,5.0,35.0,113.0,80.0,5.0,256.0,230.0,106.0,229.0
Samsung Digimax V6,Samsung,2004,2816.0,2560.0,6.0,38.0,114.0,80.0,6.0,0.0,220.0,106.0,229.0
Samsung Digimax V700,Samsung,2005,3072.0,2816.0,7.0,38.0,114.0,80.0,4.0,128.0,220.0,106.0,229.0
Samsung Digimax V800,Samsung,2005,3264.0,2816.0,8.0,38.0,114.0,80.0,4.0,32.0,220.0,106.0,229.0
Sanyo DSC-AZ1,Sanyo,2001,2288.0,1600.0,3.0,35.0,98.0,50.0,10.0,16.0,340.0,106.0,429.0
Sanyo DSC-J1,Sanyo,2003,2048.0,1600.0,3.0,37.0,104.0,20.0,2.0,8.0,205.0,98.0,429.0
Sanyo DSC-S1,Sanyo,2003,2048.0,1600.0,3.0,36.0,108.0,50.0,16.0,8.0,190.0,100.0,149.0
Sanyo Xacti DSC-S3,Sanyo,2004,2048.0,1600.0,3.0,37.0,112.0,50.0,2.0,16.0,185.0,91.0,1399.0
Sanyo Xacti DSC-S4,Sanyo,2004,2288.0,1600.0,3.0,37.0,105.0,50.0,2.0,16.0,185.0,91.0,1399.0
Sanyo DSC-MZ1,Sanyo,2001,1600.0,640.0,1.0,35.0,98.0,50.0,10.0,8.0,340.0,106.0,429.0
Sanyo VPC-X350,Sanyo,1999,1024.0,640.0,0.0,38.0,38.0,60.0,10.0,4.0,260.0,105.0,149.0
Sanyo VPC-Z400,Sanyo,1999,1280.0,640.0,1.0,34.0,102.0,80.0,20.0,4.0,350.0,128.0,149.0
Sigma DP1,Sigma,2006,2640.0,1776.0,4.0,28.0,28.0,0.0,0.0,0.0,270.0,109.0,1599.0
Sigma SD10,Sigma,2003,2268.0,1134.0,3.0,0.0,0.0,0.0,0.0,0.0,950.0,152.0,1599.0
Sigma SD14,Sigma,2006,2640.0,1776.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,144.0,19.0
Sigma SD9,Sigma,2002,2268.0,1134.0,3.0,0.0,0.0,0.0,0.0,0.0,950.0,152.0,19.0
Sony Mavica FD-91,Sony,1998,1024.0,640.0,0.0,37.0,518.0,80.0,3.0,1.0,950.0,140.0,1399.0
Sony Mavica CD1000,Sony,2000,1600.0,1600.0,1.0,37.0,370.0,80.0,3.0,8.0,980.0,125.0,1399.0
Sony Mavica CD200,Sony,2001,1600.0,1024.0,1.0,39.0,117.0,50.0,3.0,8.0,620.0,144.0,1399.0
Sony Mavica CD250,Sony,2002,1600.0,1280.0,1.0,41.0,123.0,50.0,3.0,6.0,610.0,138.0,1399.0
Sony Mavica CD300,Sony,2001,2048.0,1600.0,3.0,34.0,102.0,50.0,4.0,8.0,620.0,144.0,1399.0
Sony Mavica CD350,Sony,2003,2048.0,1632.0,3.0,41.0,123.0,50.0,10.0,1.0,522.0,132.0,1399.0
Sony Mavica CD400,Sony,2002,2272.0,1600.0,3.0,34.0,102.0,50.0,4.0,6.0,640.0,138.0,1399.0
Sony Mavica CD500,Sony,2003,2592.0,2048.0,5.0,34.0,102.0,50.0,4.0,1.0,606.0,139.0,1399.0
Sony DSC-D700,Sony,1998,1344.0,640.0,1.0,28.0,140.0,20.0,0.0,8.0,900.0,130.0,149.0
Sony DSC-D770,Sony,1999,1344.0,640.0,1.0,28.0,140.0,20.0,0.0,8.0,900.0,130.0,149.0
Sony DSC-F505,Sony,1999,1600.0,1024.0,1.0,38.0,190.0,80.0,8.0,4.0,475.0,107.0,149.0
Sony DSC-F505V,Sony,2000,1856.0,1600.0,2.0,38.0,190.0,50.0,2.0,8.0,482.0,107.0,149.0
Sony DSC-F55,Sony,1999,1600.0,640.0,1.0,37.0,37.0,50.0,10.0,4.0,300.0,103.0,429.0
Sony DSC-F55V,Sony,2000,1856.0,1600.0,2.0,37.0,37.0,25.0,10.0,8.0,280.0,103.0,429.0
Sony DSC-F707,Sony,2001,2560.0,2048.0,4.0,38.0,190.0,50.0,2.0,16.0,667.0,162.0,149.0
Sony DSC-F717,Sony,2002,2560.0,2048.0,4.0,38.0,190.0,50.0,2.0,32.0,659.0,162.0,149.0
Sony DSC-F828,Sony,2003,3264.0,2592.0,8.0,28.0,200.0,50.0,2.0,0.0,906.0,134.0,429.0
Sony DSC-F88,Sony,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,202.0,98.0,429.0
Sony DSC-G1,Sony,2007,2816.0,2048.0,6.0,38.0,114.0,50.0,8.0,2.0,238.0,93.0,429.0
Sony DSC-H1,Sony,2005,2592.0,2048.0,5.0,36.0,432.0,50.0,2.0,32.0,591.0,108.0,429.0
Sony DSC-H2,Sony,2006,2816.0,2048.0,6.0,36.0,432.0,50.0,2.0,32.0,490.0,108.0,429.0
Sony DSC-H3,Sony,2007,3264.0,3264.0,8.0,38.0,380.0,50.0,2.0,31.0,264.0,106.0,429.0
Sony DSC-H5,Sony,2006,3072.0,2592.0,7.0,36.0,432.0,50.0,2.0,32.0,490.0,108.0,429.0
Sony DSC-H7,Sony,2007,3264.0,2592.0,8.0,31.0,465.0,50.0,2.0,31.0,405.0,110.0,429.0
Sony DSC-H9,Sony,2007,3264.0,2592.0,8.0,31.0,465.0,50.0,2.0,31.0,440.0,110.0,429.0
Sony DSC-L1,Sony,2004,2304.0,1280.0,4.0,32.0,96.0,12.0,12.0,16.0,152.0,95.0,429.0
Sony DSC-M1,Sony,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,215.0,51.0,429.0
Sony DSC-M2,Sony,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,1.0,32.0,240.0,51.0,399.0
Sony DSC-N1,Sony,2005,3264.0,2592.0,8.0,38.0,114.0,50.0,6.0,32.0,139.0,94.0,429.0
Sony DSC-N2,Sony,2006,3264.0,2592.0,10.0,38.0,114.0,50.0,6.0,32.0,139.0,94.0,399.0
Sony DSC-P1,Sony,2000,2048.0,1600.0,3.0,39.0,117.0,50.0,10.0,8.0,250.0,114.0,429.0
Sony DSC-P10,Sony,2003,2592.0,2048.0,5.0,38.0,114.0,50.0,10.0,32.0,206.0,105.0,149.0
Sony DSC-P100,Sony,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,10.0,32.0,180.0,108.0,149.0
Sony DSC-P150,Sony,2004,3072.0,2592.0,7.0,38.0,114.0,50.0,6.0,32.0,180.0,108.0,149.0
Sony DSC-P2,Sony,2002,1600.0,1280.0,1.0,39.0,117.0,50.0,10.0,16.0,214.0,114.0,399.0
Sony DSC-P20,Sony,2001,1216.0,1024.0,1.0,42.0,42.0,60.0,3.0,4.0,230.0,123.0,399.0
Sony DSC-P200,Sony,2005,3072.0,2592.0,7.0,38.0,114.0,50.0,6.0,32.0,180.0,104.0,399.0
Sony DSC-P3,Sony,2001,1920.0,1600.0,2.0,36.0,36.0,25.0,10.0,8.0,194.0,113.0,429.0
Sony DSC-P30,Sony,2001,1280.0,1024.0,1.0,41.0,123.0,50.0,3.0,4.0,250.0,143.0,149.0
Sony DSC-P31,Sony,2002,1600.0,1280.0,1.0,33.0,33.0,10.0,10.0,8.0,231.0,106.0,429.0
Sony DSC-P32,Sony,2003,2048.0,1632.0,3.0,33.0,33.0,10.0,10.0,16.0,217.0,101.0,429.0
Sony DSC-P41,Sony,2004,2272.0,1600.0,3.0,33.0,33.0,10.0,10.0,16.0,180.0,106.0,429.0
Sony DSC-P5,Sony,2001,2048.0,1600.0,3.0,39.0,117.0,50.0,10.0,8.0,214.0,113.0,429.0
Sony DSC-P50,Sony,2001,1600.0,1024.0,1.0,41.0,123.0,50.0,3.0,4.0,250.0,143.0,149.0
Sony DSC-P51,Sony,2002,1600.0,1280.0,1.0,41.0,82.0,8.0,8.0,16.0,275.0,127.0,429.0
Sony DSC-P52,Sony,2003,2048.0,1632.0,3.0,41.0,82.0,8.0,8.0,16.0,280.0,123.0,429.0
Sony DSC-P7,Sony,2002,2048.0,1600.0,3.0,39.0,117.0,50.0,10.0,16.0,214.0,114.0,149.0
Sony DSC-P71,Sony,2002,2048.0,1600.0,3.0,39.0,117.0,50.0,10.0,16.0,284.0,125.0,149.0
Sony DSC-P72,Sony,2003,2048.0,1632.0,3.0,39.0,117.0,50.0,10.0,16.0,259.0,120.0,149.0
Sony DSC-P73,Sony,2004,2272.0,1600.0,3.0,39.0,117.0,50.0,10.0,16.0,243.0,116.0,149.0
Sony DSC-P8,Sony,2003,2048.0,1632.0,3.0,39.0,117.0,50.0,10.0,16.0,206.0,105.0,429.0
Sony DSC-P9,Sony,2002,2272.0,1600.0,3.0,39.0,117.0,50.0,10.0,16.0,206.0,113.0,429.0
Sony DSC-P92,Sony,2003,2592.0,2048.0,5.0,38.0,114.0,50.0,10.0,16.0,259.0,120.0,429.0
Sony DSC-P93,Sony,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,10.0,32.0,236.0,117.0,429.0
Sony DSC-R1,Sony,2005,3888.0,3264.0,10.0,24.0,120.0,0.0,0.0,0.0,995.0,139.0,429.0
Sony DSC-S30,Sony,2000,1280.0,640.0,1.0,39.0,117.0,25.0,3.0,4.0,370.0,113.0,149.0
Sony DSC-S40,Sony,2005,2304.0,2048.0,4.0,32.0,96.0,0.0,0.0,32.0,184.0,99.0,149.0
Sony DSC-S50,Sony,2000,1600.0,1280.0,1.0,39.0,117.0,25.0,3.0,4.0,370.0,113.0,149.0
Sony DSC-S60,Sony,2005,2304.0,2048.0,4.0,39.0,117.0,50.0,10.0,32.0,249.0,97.0,149.0
Sony DSC-S600,Sony,2006,2816.0,2048.0,6.0,31.0,93.0,12.0,0.0,32.0,180.0,100.0,149.0
Sony DSC-S650,Sony,2007,3072.0,2592.0,7.0,35.0,105.0,35.0,5.0,24.0,178.0,91.0,149.0
Sony DSC-S70,Sony,2000,2048.0,1600.0,3.0,34.0,102.0,25.0,4.0,8.0,420.0,117.0,149.0
Sony DSC-S700,Sony,2007,3072.0,2592.0,7.0,35.0,105.0,35.0,5.0,24.0,178.0,91.0,149.0
Sony DSC-S75,Sony,2001,2048.0,1600.0,3.0,34.0,102.0,50.0,4.0,8.0,444.0,125.0,149.0
Sony DSC-S800,Sony,2007,3264.0,2592.0,8.0,37.0,222.0,50.0,2.0,54.0,245.0,93.0,149.0
Sony DSC-S85,Sony,2001,2272.0,1600.0,3.0,34.0,102.0,50.0,4.0,16.0,444.0,125.0,149.0
Sony DSC-S90,Sony,2005,2304.0,2048.0,4.0,39.0,117.0,50.0,10.0,32.0,253.0,97.0,149.0
Sony DSC-T1,Sony,2003,2592.0,2048.0,5.0,38.0,114.0,25.0,1.0,32.0,180.0,91.0,399.0
Sony DSC-T10,Sony,2006,3072.0,2592.0,7.0,38.0,114.0,50.0,1.0,56.0,168.0,90.0,399.0
Sony DSC-T100,Sony,2007,3264.0,2592.0,8.0,35.0,175.0,50.0,1.0,31.0,197.0,92.0,399.0
Sony DSC-T11,Sony,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,186.0,103.0,399.0
Sony DSC-T20,Sony,2007,3264.0,2592.0,8.0,38.0,114.0,50.0,1.0,31.0,197.0,90.0,399.0
Sony DSC-T200,Sony,2007,3264.0,3264.0,8.0,35.0,175.0,50.0,1.0,31.0,160.0,94.0,399.0
Sony DSC-T3,Sony,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,186.0,90.0,399.0
Sony DSC-T30,Sony,2006,3072.0,2592.0,7.0,38.0,114.0,50.0,1.0,58.0,172.0,95.0,399.0
Sony DSC-T33,Sony,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,150.0,99.0,399.0
Sony DSC-T5,Sony,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,139.0,94.0,399.0
Sony DSC-T50,Sony,2006,3072.0,2592.0,7.0,38.0,114.0,50.0,1.0,58.0,170.0,95.0,399.0
Sony DSC-T7,Sony,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,134.0,92.0,149.0
Sony DSC-T9,Sony,2005,2816.0,2048.0,6.0,38.0,114.0,50.0,1.0,32.0,185.0,90.0,429.0
Sony DSC-U10,Sony,2002,1280.0,640.0,1.0,33.0,33.0,10.0,10.0,8.0,118.0,85.0,149.0
Sony DSC-U20,Sony,2002,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,118.0,85.0,399.0
Sony DSC-U30,Sony,2003,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,130.0,85.0,149.0
Sony DSC-U40,Sony,2003,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,130.0,83.0,149.0
Sony DSC-U50,Sony,2003,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,132.0,100.0,149.0
Sony DSC-U60,Sony,2003,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,200.0,60.0,149.0
Sony DSC-V1,Sony,2003,2592.0,2048.0,5.0,34.0,136.0,40.0,10.0,32.0,298.0,99.0,429.0
Sony DSC-V3,Sony,2004,3072.0,2592.0,7.0,34.0,136.0,40.0,10.0,0.0,390.0,120.0,429.0
Sony DSC-W1,Sony,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,6.0,32.0,250.0,91.0,429.0
Sony DSC-W100,Sony,2006,3264.0,2592.0,8.0,38.0,114.0,50.0,6.0,64.0,192.0,94.0,149.0
Sony DSC-W200,Sony,2007,4000.0,3264.0,12.0,35.0,105.0,34.0,5.0,31.0,195.0,91.0,399.0
Sony DSC-W30,Sony,2006,2816.0,2048.0,6.0,38.0,114.0,50.0,2.0,32.0,153.0,90.0,149.0
Sony DSC-W35,Sony,2007,3072.0,2592.0,7.0,38.0,114.0,30.0,2.0,56.0,149.0,90.0,429.0
Sony DSC-W5,Sony,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,6.0,32.0,250.0,91.0,429.0
Sony DSC-W50,Sony,2006,2816.0,2048.0,6.0,38.0,114.0,50.0,2.0,32.0,157.0,89.0,149.0
Sony DSC-W55,Sony,2007,3072.0,2592.0,7.0,38.0,114.0,30.0,2.0,56.0,147.0,90.0,429.0
Sony DSC-W7,Sony,2005,3072.0,2592.0,7.0,38.0,114.0,50.0,6.0,32.0,250.0,91.0,149.0
Sony DSC-W70,Sony,2006,3072.0,2592.0,7.0,38.0,114.0,50.0,2.0,58.0,157.0,89.0,149.0
Sony DSC-W80,Sony,2007,3072.0,2592.0,7.0,35.0,105.0,50.0,4.0,31.0,175.0,91.0,149.0
Sony DSC-W90,Sony,2007,3254.0,2592.0,8.0,35.0,105.0,50.0,4.0,31.0,175.0,91.0,429.0
Sony DSLR-A100,Sony,2006,3872.0,3896.0,10.0,0.0,0.0,0.0,0.0,0.0,638.0,133.0,599.0
Sony DSLR-A700,Sony,2007,4272.0,3104.0,12.0,0.0,0.0,0.0,0.0,0.0,768.0,142.0,599.0
Sony Mavica FD-100,Sony,2002,1280.0,1024.0,1.0,37.0,111.0,0.0,0.0,1.0,0.0,0.0,1399.0
Sony Mavica FD-200,Sony,2002,1600.0,1024.0,1.0,37.0,111.0,19.0,3.0,1.0,520.0,142.0,1399.0
Sony Mavica FD-71,Sony,1998,640.0,320.0,0.0,40.0,400.0,1.0,1.0,1.0,500.0,138.0,1399.0
Sony Mavica FD-73,Sony,1999,640.0,320.0,0.0,40.0,400.0,1.0,1.0,1.0,500.0,138.0,1399.0
Sony Mavica FD-75,Sony,2001,640.0,320.0,0.0,40.0,400.0,1.0,1.0,1.0,580.0,138.0,1399.0
Sony Mavica FD-81,Sony,1998,1024.0,640.0,0.0,37.0,111.0,1.0,1.0,1.0,580.0,140.0,1399.0
Sony Mavica FD-83,Sony,1999,1024.0,640.0,0.0,37.0,111.0,1.0,1.0,1.0,580.0,142.0,1399.0
Sony Mavica FD-85,Sony,2000,1280.0,1280.0,1.0,37.0,111.0,1.0,1.0,1.0,0.0,0.0,1399.0
Sony Mavica FD-87,Sony,2001,1280.0,1024.0,1.0,39.0,117.0,25.0,3.0,1.0,630.0,143.0,1399.0
Sony Mavica FD-88,Sony,1999,1280.0,1024.0,1.0,34.0,270.0,4.0,4.0,1.0,600.0,142.0,1399.0
Sony Mavica FD-90,Sony,2000,1280.0,1280.0,1.0,34.0,270.0,4.0,4.0,1.0,0.0,0.0,1399.0
Sony Mavica FD-92,Sony,2001,1472.0,1280.0,1.0,41.0,328.0,25.0,3.0,1.0,660.0,126.0,1399.0
Sony Mavica FD-95,Sony,2000,1600.0,1600.0,1.0,37.0,370.0,80.0,3.0,1.0,900.0,0.0,1399.0
Sony Mavica FD-97,Sony,2001,1600.0,1024.0,1.0,39.0,390.0,25.0,2.0,1.0,990.0,126.0,1399.0
Toshiba PDR-3310,Toshiba,2002,2048.0,1024.0,3.0,35.0,105.0,55.0,12.0,8.0,205.0,91.0,177.0
Toshiba PDR-3330,Toshiba,2002,2048.0,1024.0,3.0,35.0,100.0,80.0,10.0,8.0,320.0,116.0,177.0
Toshiba PDR-4300,Toshiba,2003,2400.0,1200.0,3.0,35.0,100.0,80.0,10.0,16.0,0.0,0.0,599.0
Toshiba PDR-5300,Toshiba,2003,2560.0,2048.0,4.0,35.0,105.0,80.0,10.0,16.0,230.0,93.0,177.0
Toshiba PDR-M1,Toshiba,1998,1280.0,640.0,1.0,35.0,35.0,50.0,9.0,4.0,290.0,123.0,62.0
Toshiba PDR-M11,Toshiba,2001,1280.0,640.0,1.0,52.0,52.0,90.0,0.0,8.0,240.0,116.0,62.0
Toshiba PDR-M21,Toshiba,2001,1600.0,800.0,1.0,39.0,39.0,50.0,0.0,8.0,240.0,116.0,177.0
Toshiba PDR-M25,Toshiba,2001,1729.0,896.0,2.0,38.0,114.0,40.0,8.0,8.0,320.0,105.0,177.0
Toshiba PDR-M3,Toshiba,1999,1280.0,640.0,1.0,38.0,115.0,90.0,25.0,4.0,380.0,122.0,62.0
Toshiba PDR-M4,Toshiba,1999,1600.0,800.0,1.0,40.0,40.0,50.0,10.0,8.0,290.0,112.0,62.0
Toshiba PDR-M5,Toshiba,1999,1600.0,800.0,1.0,40.0,120.0,90.0,25.0,8.0,350.0,130.0,62.0
Toshiba PDR-M60,Toshiba,2000,1792.0,896.0,2.0,38.0,86.0,50.0,5.0,4.0,320.0,121.0,449.0
Toshiba PDR-M61,Toshiba,2001,1792.0,896.0,2.0,38.0,114.0,50.0,5.0,8.0,310.0,123.0,62.0
Toshiba PDR-M65,Toshiba,2001,2048.0,1024.0,3.0,38.0,114.0,10.0,10.0,8.0,320.0,120.0,62.0
Toshiba PDR-M70,Toshiba,2000,2048.0,1024.0,3.0,35.0,105.0,80.0,9.0,16.0,390.0,116.0,62.0
Toshiba PDR-M71,Toshiba,2001,2048.0,1024.0,3.0,35.0,98.0,80.0,10.0,8.0,340.0,107.0,62.0
Toshiba PDR-M81,Toshiba,2001,2400.0,1200.0,3.0,35.0,98.0,80.0,10.0,16.0,340.0,107.0,62.0
Toshiba PDR-T10,Toshiba,2002,1600.0,800.0,1.0,38.0,38.0,40.0,20.0,8.0,180.0,86.0,129.0
